chapix_dev,verseix_dev,stanza1_dev,stanza2_dev,speaker_dev,chapix_itrans,verseix_itrans,stanza1_itrans,stanza2_itrans,stanza1_slp1,stanza2_slp1
 ९,५,न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम्,भूतभृन्न च भूतस्थो ममात्मा भूतभावनः,श्रीभगवानुवाच,9,5,na cha matsthAni bhUtAni pashya me yogamaishvaram,bhUtabhRRinna cha bhUtastho mamAtmA bhUtabhAvanaH,na ca matsTAni BUtAni paSya me yogamESvaram,BUtaBfnna ca BUtasTo mamAtmA BUtaBAvanaH
 ९,६,यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान्,तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय,श्रीभगवानुवाच,9,6,yathAkAshasthito nityaM vAyuH sarvatrago mahAn,tathA sarvANi bhUtAni matsthAnItyupadhAraya,yaTAkASasTito nityaM vAyuH sarvatrago mahAn,taTA sarvARi BUtAni matsTAnItyupaDAraya
 ९,७,सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम्,कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम्,श्रीभगवानुवाच,9,7,sarvabhUtAni kaunteya prakRRitiM yAnti mAmikAm,kalpakShaye punastAni kalpAdau visRRijAmyaham,sarvaBUtAni kOnteya prakftiM yAnti mAmikAm,kalpakzaye punastAni kalpAdO visfjAmyaham
 ९,८,प्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः,भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात्,श्रीभगवानुवाच,9,8,prakRRitiM svAmavaShTabhya visRRijAmi punaH punaH,bhUtagrAmamimaM kRRitsnamavashaM prakRRitervashAt,prakftiM svAmavazwaBya visfjAmi punaH punaH,BUtagrAmamimaM kftsnamavaSaM prakftervaSAt
 ९,९,न च मां तानि कर्माणि निबध्नन्ति धनञ्जय,उदासीनवदासीनमसक्तं तेषु कर्मसु,श्रीभगवानुवाच,9,9,na cha mAM tAni karmANi nibadhnanti dhana~njaya,udAsInavadAsInamasaktaM teShu karmasu,na ca mAM tAni karmARi nibaDnanti DanaYjaya,udAsInavadAsInamasaktaM tezu karmasu
 ९,१०,मयाध्यक्षेण प्रकृतिः सूयते सचराचरम्,हेतुनानेन कौन्तेय जगद्विपरिवर्तते,श्रीभगवानुवाच,9,10,mayAdhyakSheNa prakRRitiH sUyate sacharAcharam,hetunAnena kaunteya jagadviparivartate,mayADyakzeRa prakftiH sUyate sacarAcaram,hetunAnena kOnteya jagadviparivartate
 ९,११,अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम्,परं भावमजानन्तो मम भूतमहेश्वरम्,श्रीभगवानुवाच,9,11,avajAnanti mAM mUDhA mAnuShIM tanumAshritam,paraM bhAvamajAnanto mama bhUtamaheshvaram,avajAnanti mAM mUQA mAnuzIM tanumASritam,paraM BAvamajAnanto mama BUtamaheSvaram
 ९,१२,मोघाशा मोघकर्माणो मोघज्ञाना विचेतसः,राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिताः,श्रीभगवानुवाच,9,12,moghAshA moghakarmANo moghaj~nAnA vichetasaH,rAkShasImAsurIM chaiva prakRRitiM mohinIM shritAH,moGASA moGakarmARo moGajYAnA vicetasaH,rAkzasImAsurIM cEva prakftiM mohinIM SritAH
 ९,१३,महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिताः,भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम्,श्रीभगवानुवाच,9,13,mahAtmAnastu mAM pArtha daivIM prakRRitimAshritAH,bhajantyananyamanaso j~nAtvA bhUtAdimavyayam,mahAtmAnastu mAM pArTa dEvIM prakftimASritAH,Bajantyananyamanaso jYAtvA BUtAdimavyayam
 ९,१४,सततं कीर्तयन्तो मां यतन्तश्च दृढव्रताः,नमस्यन्तश्च मां भक्त्या नित्ययुक्ता उपासते,श्रीभगवानुवाच,9,14,satataM kIrtayanto mAM yatantashcha dRRiDhavratAH,namasyantashcha mAM bhaktyA nityayuktA upAsate,satataM kIrtayanto mAM yatantaSca dfQavratAH,namasyantaSca mAM BaktyA nityayuktA upAsate
 ९,१५,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते,एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम्,श्रीभगवानुवाच,9,15,j~nAnayaj~nena chApyanye yajanto mAmupAsate,ekatvena pRRithaktvena bahudhA vishvatomukham,jYAnayajYena cApyanye yajanto mAmupAsate,ekatvena pfTaktvena bahuDA viSvatomuKam
 ९,१६,अहं क्रतुरहं यज्ञः स्वधाहमहमौषधम्,मन्त्रोऽहमहमेवाज्यमहमग्निरहं हुतम्,श्रीभगवानुवाच,9,16,ahaM kraturahaM yaj~naH svadhAhamahamauShadham,mantro.ahamahamevAjyamahamagnirahaM hutam,ahaM kraturahaM yajYaH svaDAhamahamOzaDam,mantro'hamahamevAjyamahamagnirahaM hutam
 ९,१७,पिताहमस्य जगतो माता धाता पितामहः,वेद्यं पवित्रमोङ्कार ऋक्साम यजुरेव च,श्रीभगवानुवाच,9,17,pitAhamasya jagato mAtA dhAtA pitAmahaH,vedyaM pavitramo~NkAra RRiksAma yajureva cha,pitAhamasya jagato mAtA DAtA pitAmahaH,vedyaM pavitramoNkAra fksAma yajureva ca
 ९,१८,गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत्,प्रभवः प्रलयः स्थानं निधानं बीजमव्ययम्,श्रीभगवानुवाच,9,18,gatirbhartA prabhuH sAkShI nivAsaH sharaNaM suhRRit,prabhavaH pralayaH sthAnaM nidhAnaM bIjamavyayam,gatirBartA praBuH sAkzI nivAsaH SaraRaM suhft,praBavaH pralayaH sTAnaM niDAnaM bIjamavyayam
 ९,१९,तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च,अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन,श्रीभगवानुवाच,9,19,tapAmyahamahaM varShaM nigRRihNAmyutsRRijAmi cha,amRRitaM chaiva mRRityushcha sadasachchAhamarjuna,tapAmyahamahaM varzaM nigfhRAmyutsfjAmi ca,amftaM cEva mftyuSca sadasaccAhamarjuna
 ९,२०,त्रैविद्या मां सोमपाः पूतपापा यज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते,ते पुण्यमासाद्य सुरेन्द्रलोकमश्नन्ति दिव्यान्दिवि देवभोगान्,श्रीभगवानुवाच,9,20,traividyA mAM somapAH pUtapApA yaj~nairiShTvA svargatiM prArthayante,te puNyamAsAdya surendralokamashnanti divyAndivi devabhogAn,trEvidyA mAM somapAH pUtapApA yajYErizwvA svargatiM prArTayante,te puRyamAsAdya surendralokamaSnanti divyAndivi devaBogAn
 ९,२१,ते तं भुक्त्वा स्वर्गलोकं विशालं क्षीणे पुण्ये मर्त्यलोकं विशन्ति,एवं त्रयीधर्ममनुप्रपन्ना गतागतं कामकामा लभन्ते,श्रीभगवानुवाच,9,21,te taM bhuktvA svargalokaM vishAlaM kShINe puNye martyalokaM vishanti,evaM trayIdharmamanuprapannA gatAgataM kAmakAmA labhante,te taM BuktvA svargalokaM viSAlaM kzIRe puRye martyalokaM viSanti,evaM trayIDarmamanuprapannA gatAgataM kAmakAmA laBante
 ९,२२,अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते,तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम्,श्रीभगवानुवाच,9,22,ananyAshchintayanto mAM ye janAH paryupAsate,teShAM nityAbhiyuktAnAM yogakShemaM vahAmyaham,ananyAScintayanto mAM ye janAH paryupAsate,tezAM nityABiyuktAnAM yogakzemaM vahAmyaham
 ९,२३,येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयान्विताः,तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम्,श्रीभगवानुवाच,9,23,ye.apyanyadevatA bhaktA yajante shraddhayAnvitAH,te.api mAmeva kaunteya yajantyavidhipUrvakam,ye'pyanyadevatA BaktA yajante SradDayAnvitAH,te'pi mAmeva kOnteya yajantyaviDipUrvakam
 ९,२४,अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च,न तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते,श्रीभगवानुवाच,9,24,ahaM hi sarvayaj~nAnAM bhoktA cha prabhureva cha,na tu mAmabhijAnanti tattvenAtashchyavanti te,ahaM hi sarvayajYAnAM BoktA ca praBureva ca,na tu mAmaBijAnanti tattvenAtaScyavanti te
 ९,२५,यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रताः,भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम्,श्रीभगवानुवाच,9,25,yAnti devavratA devAnpitRRInyAnti pitRRivratAH,bhUtAni yAnti bhUtejyA yAnti madyAjino.api mAm,yAnti devavratA devAnpitFnyAnti pitfvratAH,BUtAni yAnti BUtejyA yAnti madyAjino'pi mAm
 ९,२६,पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति,तदहं भक्त्युपहृतमश्नामि प्रयतात्मनः,श्रीभगवानुवाच,9,26,patraM puShpaM phalaM toyaM yo me bhaktyA prayachChati,tadahaM bhaktyupahRRitamashnAmi prayatAtmanaH,patraM puzpaM PalaM toyaM yo me BaktyA prayacCati,tadahaM BaktyupahftamaSnAmi prayatAtmanaH
 ९,२७,यत्करोषि यदश्नासि यज्जुहोषि ददासि यत्,यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम्,श्रीभगवानुवाच,9,27,yatkaroShi yadashnAsi yajjuhoShi dadAsi yat,yattapasyasi kaunteya tatkuruShva madarpaNam,yatkarozi yadaSnAsi yajjuhozi dadAsi yat,yattapasyasi kOnteya tatkuruzva madarpaRam
 ९,२८,शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनैः,संन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि,श्रीभगवानुवाच,9,28,shubhAshubhaphalairevaM mokShyase karmabandhanaiH,saMnyAsayogayuktAtmA vimukto mAmupaiShyasi,SuBASuBaPalErevaM mokzyase karmabanDanEH,saMnyAsayogayuktAtmA vimukto mAmupEzyasi
 ९,२९,समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः,ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम्,श्रीभगवानुवाच,9,29,samo.ahaM sarvabhUteShu na me dveShyo.asti na priyaH,ye bhajanti tu mAM bhaktyA mayi te teShu chApyaham,samo'haM sarvaBUtezu na me dvezyo'sti na priyaH,ye Bajanti tu mAM BaktyA mayi te tezu cApyaham
 ९,३०,अपि चेत्सुदुराचारो भजते मामनन्यभाक्,साधुरेव स मन्तव्यः सम्यग्व्यवसितो हि सः,श्रीभगवानुवाच,9,30,api chetsudurAchAro bhajate mAmananyabhAk,sAdhureva sa mantavyaH samyagvyavasito hi saH,api cetsudurAcAro Bajate mAmananyaBAk,sADureva sa mantavyaH samyagvyavasito hi saH
 ९,३१,क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति,कौन्तेय प्रतिजानीहि न मे भक्तः प्रणश्यति,श्रीभगवानुवाच,9,31,kShipraM bhavati dharmAtmA shashvachChAntiM nigachChati,kaunteya pratijAnIhi na me bhaktaH praNashyati,kzipraM Bavati DarmAtmA SaSvacCAntiM nigacCati,kOnteya pratijAnIhi na me BaktaH praRaSyati
 ९,३२,मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः,स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम्,श्रीभगवानुवाच,9,32,mAM hi pArtha vyapAshritya ye.api syuH pApayonayaH,striyo vaishyAstathA shUdrAste.api yAnti parAM gatim,mAM hi pArTa vyapASritya ye'pi syuH pApayonayaH,striyo vESyAstaTA SUdrAste'pi yAnti parAM gatim
 ९,३३,किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा,अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम्,श्रीभगवानुवाच,9,33,kiM punarbrAhmaNAH puNyA bhaktA rAjarShayastathA,anityamasukhaM lokamimaM prApya bhajasva mAm,kiM punarbrAhmaRAH puRyA BaktA rAjarzayastaTA,anityamasuKaM lokamimaM prApya Bajasva mAm
 ९,३४,मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु,मामेवैष्यसि युक्त्वैवमात्मानं मत्परायणः,श्रीभगवानुवाच,9,34,manmanA bhava madbhakto madyAjI mAM namaskuru,mAmevaiShyasi yuktvaivamAtmAnaM matparAyaNaH,manmanA Bava madBakto madyAjI mAM namaskuru,mAmevEzyasi yuktvEvamAtmAnaM matparAyaRaH
 १०,१,भूय एव महाबाहो शृणु मे परमं वचः,यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया,श्रीभगवानुवाच,10,1,bhUya eva mahAbAho shRRiNu me paramaM vachaH,yatte.ahaM prIyamANAya vakShyAmi hitakAmyayA,BUya eva mahAbAho SfRu me paramaM vacaH,yatte'haM prIyamARAya vakzyAmi hitakAmyayA
 १०,२,न मे विदुः सुरगणाः प्रभवं न महर्षयः,अहमादिर्हि देवानां महर्षीणां च सर्वशः,श्रीभगवानुवाच,10,2,na me viduH suragaNAH prabhavaM na maharShayaH,ahamAdirhi devAnAM maharShINAM cha sarvashaH,na me viduH suragaRAH praBavaM na maharzayaH,ahamAdirhi devAnAM maharzIRAM ca sarvaSaH
 १०,३,यो मामजमनादिं च वेत्ति लोकमहेश्वरम्,असम्मूढः स मर्त्येषु सर्वपापैः प्रमुच्यते,श्रीभगवानुवाच,10,3,yo mAmajamanAdiM cha vetti lokamaheshvaram,asammUDhaH sa martyeShu sarvapApaiH pramuchyate,yo mAmajamanAdiM ca vetti lokamaheSvaram,asammUQaH sa martyezu sarvapApEH pramucyate
 १०,४,बुद्धिर्ज्ञानमसम्मोहः क्षमा सत्यं दमः शमः,सुखं दुःखं भवोऽभावो भयं चाभयमेव च,श्रीभगवानुवाच,10,4,buddhirj~nAnamasammohaH kShamA satyaM damaH shamaH,sukhaM duHkhaM bhavo.abhAvo bhayaM chAbhayameva cha,budDirjYAnamasammohaH kzamA satyaM damaH SamaH,suKaM duHKaM Bavo'BAvo BayaM cABayameva ca
 १०,५,अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः,भवन्ति भावा भूतानां मत्त एव पृथग्विधाः,श्रीभगवानुवाच,10,5,ahiMsA samatA tuShTistapo dAnaM yasho.ayashaH,bhavanti bhAvA bhUtAnAM matta eva pRRithagvidhAH,ahiMsA samatA tuzwistapo dAnaM yaSo'yaSaH,Bavanti BAvA BUtAnAM matta eva pfTagviDAH
 १०,६,महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा,मद्भावा मानसा जाता येषां लोक इमाः प्रजाः,श्रीभगवानुवाच,10,6,maharShayaH sapta pUrve chatvAro manavastathA,madbhAvA mAnasA jAtA yeShAM loka imAH prajAH,maharzayaH sapta pUrve catvAro manavastaTA,madBAvA mAnasA jAtA yezAM loka imAH prajAH
 १०,७,एतां विभूतिं योगं च मम यो वेत्ति तत्त्वतः,सोऽविकम्पेन योगेन युज्यते नात्र संशयः,श्रीभगवानुवाच,10,7,etAM vibhUtiM yogaM cha mama yo vetti tattvataH,so.avikampena yogena yujyate nAtra saMshayaH,etAM viBUtiM yogaM ca mama yo vetti tattvataH,so'vikampena yogena yujyate nAtra saMSayaH
 १०,८,अहं सर्वस्य प्रभवो मत्तः सर्वं प्रवर्तते,इति मत्वा भजन्ते मां बुधा भावसमन्विताः,श्रीभगवानुवाच,10,8,ahaM sarvasya prabhavo mattaH sarvaM pravartate,iti matvA bhajante mAM budhA bhAvasamanvitAH,ahaM sarvasya praBavo mattaH sarvaM pravartate,iti matvA Bajante mAM buDA BAvasamanvitAH
 १०,९,मच्चित्ता मद्गतप्राणा बोधयन्तः परस्परम्,कथयन्तश्च मां नित्यं तुष्यन्ति च रमन्ति च,श्रीभगवानुवाच,10,9,machchittA madgataprANA bodhayantaH parasparam,kathayantashcha mAM nityaM tuShyanti cha ramanti cha,maccittA madgataprARA boDayantaH parasparam,kaTayantaSca mAM nityaM tuzyanti ca ramanti ca
 १०,१०,तेषां सततयुक्तानां भजतां प्रीतिपूर्वकम्,ददामि बुद्धियोगं तं येन मामुपयान्ति ते,श्रीभगवानुवाच,10,10,teShAM satatayuktAnAM bhajatAM prItipUrvakam,dadAmi buddhiyogaM taM yena mAmupayAnti te,tezAM satatayuktAnAM BajatAM prItipUrvakam,dadAmi budDiyogaM taM yena mAmupayAnti te
 १०,११,तेषामेवानुकम्पार्थमहमज्ञानजं तमः,नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता,श्रीभगवानुवाच,10,11,teShAmevAnukampArthamahamaj~nAnajaM tamaH,nAshayAmyAtmabhAvastho j~nAnadIpena bhAsvatA,tezAmevAnukampArTamahamajYAnajaM tamaH,nASayAmyAtmaBAvasTo jYAnadIpena BAsvatA
 १०,१२,परं ब्रह्म परं धाम पवित्रं परमं भवान्,पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम्,अर्जुन उवाच,10,12,paraM brahma paraM dhAma pavitraM paramaM bhavAn,puruShaM shAshvataM divyamAdidevamajaM vibhum,paraM brahma paraM DAma pavitraM paramaM BavAn,puruzaM SASvataM divyamAdidevamajaM viBum
 १०,१३,आहुस्त्वामृषयः सर्वे देवर्षिर्नारदस्तथा,असितो देवलो व्यासः स्वयं चैव ब्रवीषि मे,अर्जुन उवाच,10,13,AhustvAmRRiShayaH sarve devarShirnAradastathA,asito devalo vyAsaH svayaM chaiva bravIShi me,AhustvAmfzayaH sarve devarzirnAradastaTA,asito devalo vyAsaH svayaM cEva bravIzi me
 १०,१४,सर्वमेतदृतं मन्ये यन्मां वदसि केशव,न हि ते भगवन्व्यक्तिं विदुर्देवा न दानवाः,अर्जुन उवाच,10,14,sarvametadRRitaM manye yanmAM vadasi keshava,na hi te bhagavanvyaktiM vidurdevA na dAnavAH,sarvametadftaM manye yanmAM vadasi keSava,na hi te BagavanvyaktiM vidurdevA na dAnavAH
 १०,१५,स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम,भूतभावन भूतेश देवदेव जगत्पते,अर्जुन उवाच,10,15,svayamevAtmanAtmAnaM vettha tvaM puruShottama,bhUtabhAvana bhUtesha devadeva jagatpate,svayamevAtmanAtmAnaM vetTa tvaM puruzottama,BUtaBAvana BUteSa devadeva jagatpate
 १०,१६,वक्तुमर्हस्यशेषेण दिव्या ह्यात्मविभूतयः,याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि,अर्जुन उवाच,10,16,vaktumarhasyasheSheNa divyA hyAtmavibhUtayaH,yAbhirvibhUtibhirlokAnimAMstvaM vyApya tiShThasi,vaktumarhasyaSezeRa divyA hyAtmaviBUtayaH,yABirviBUtiBirlokAnimAMstvaM vyApya tizWasi
 १०,१७,कथं विद्यामहं योगिंस्त्वां सदा परिचिन्तयन्,केषु केषु च भावेषु चिन्त्योऽसि भगवन्मया,अर्जुन उवाच,10,17,kathaM vidyAmahaM yogiMstvAM sadA parichintayan,keShu keShu cha bhAveShu chintyo.asi bhagavanmayA,kaTaM vidyAmahaM yogiMstvAM sadA paricintayan,kezu kezu ca BAvezu cintyo'si BagavanmayA
 १०,१८,विस्तरेणात्मनो योगं विभूतिं च जनार्दन,भूयः कथय तृप्तिर्हि शृण्वतो नास्ति मेऽमृतम्,अर्जुन उवाच,10,18,vistareNAtmano yogaM vibhUtiM cha janArdana,bhUyaH kathaya tRRiptirhi shRRiNvato nAsti me.amRRitam,vistareRAtmano yogaM viBUtiM ca janArdana,BUyaH kaTaya tfptirhi SfRvato nAsti me'mftam
 १०,१९,हन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतयः,प्राधान्यतः कुरुश्रेष्ठ नास्त्यन्तो विस्तरस्य मे,श्रीभगवानुवाच,10,19,hanta te kathayiShyAmi divyA hyAtmavibhUtayaH,prAdhAnyataH kurushreShTha nAstyanto vistarasya me,hanta te kaTayizyAmi divyA hyAtmaviBUtayaH,prADAnyataH kuruSrezWa nAstyanto vistarasya me
 १०,२०,अहमात्मा गुडाकेश सर्वभूताशयस्थितः,अहमादिश्च मध्यं च भूतानामन्त एव च,श्रीभगवानुवाच,10,20,ahamAtmA guDAkesha sarvabhUtAshayasthitaH,ahamAdishcha madhyaM cha bhUtAnAmanta eva cha,ahamAtmA guqAkeSa sarvaBUtASayasTitaH,ahamAdiSca maDyaM ca BUtAnAmanta eva ca
 १०,२१,आदित्यानामहं विष्णुर्ज्योतिषां रविरंशुमान्,मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी,श्रीभगवानुवाच,10,21,AdityAnAmahaM viShNurjyotiShAM raviraMshumAn,marIchirmarutAmasmi nakShatrANAmahaM shashI,AdityAnAmahaM vizRurjyotizAM raviraMSumAn,marIcirmarutAmasmi nakzatrARAmahaM SaSI
 १०,२२,वेदानां सामवेदोऽस्मि देवानामस्मि वासवः,इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना,श्रीभगवानुवाच,10,22,vedAnAM sAmavedo.asmi devAnAmasmi vAsavaH,indriyANAM manashchAsmi bhUtAnAmasmi chetanA,vedAnAM sAmavedo'smi devAnAmasmi vAsavaH,indriyARAM manaScAsmi BUtAnAmasmi cetanA
 १०,२३,रुद्राणां शङ्करश्चास्मि वित्तेशो यक्षरक्षसाम्,वसूनां पावकश्चास्मि मेरुः शिखरिणामहम्,श्रीभगवानुवाच,10,23,rudrANAM sha~NkarashchAsmi vittesho yakSharakShasAm,vasUnAM pAvakashchAsmi meruH shikhariNAmaham,rudrARAM SaNkaraScAsmi vitteSo yakzarakzasAm,vasUnAM pAvakaScAsmi meruH SiKariRAmaham
 १०,२४,पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम्,सेनानीनामहं स्कन्दः सरसामस्मि सागरः,श्रीभगवानुवाच,10,24,purodhasAM cha mukhyaM mAM viddhi pArtha bRRihaspatim,senAnInAmahaM skandaH sarasAmasmi sAgaraH,puroDasAM ca muKyaM mAM vidDi pArTa bfhaspatim,senAnInAmahaM skandaH sarasAmasmi sAgaraH
 १०,२५,महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम्,यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालयः,श्रीभगवानुवाच,10,25,maharShINAM bhRRigurahaM girAmasmyekamakSharam,yaj~nAnAM japayaj~no.asmi sthAvarANAM himAlayaH,maharzIRAM BfgurahaM girAmasmyekamakzaram,yajYAnAM japayajYo'smi sTAvarARAM himAlayaH
 १०,२६,अश्वत्थः सर्ववृक्षाणां देवर्षीणां च नारदः,गन्धर्वाणां चित्ररथः सिद्धानां कपिलो मुनिः,श्रीभगवानुवाच,10,26,ashvatthaH sarvavRRikShANAM devarShINAM cha nAradaH,gandharvANAM chitrarathaH siddhAnAM kapilo muniH,aSvatTaH sarvavfkzARAM devarzIRAM ca nAradaH,ganDarvARAM citraraTaH sidDAnAM kapilo muniH
 १०,२७,उच्चैःश्रवसमश्वानां विद्धि माममृतोद्भवम्,ऐरावतं गजेन्द्राणां नराणां च नराधिपम्,श्रीभगवानुवाच,10,27,uchchaiHshravasamashvAnAM viddhi mAmamRRitodbhavam,airAvataM gajendrANAM narANAM cha narAdhipam,uccEHSravasamaSvAnAM vidDi mAmamftodBavam,ErAvataM gajendrARAM narARAM ca narADipam
 १०,२८,आयुधानामहं वज्रं धेनूनामस्मि कामधुक्,प्रजनश्चास्मि कन्दर्पः सर्पाणामस्मि वासुकिः,श्रीभगवानुवाच,10,28,AyudhAnAmahaM vajraM dhenUnAmasmi kAmadhuk,prajanashchAsmi kandarpaH sarpANAmasmi vAsukiH,AyuDAnAmahaM vajraM DenUnAmasmi kAmaDuk,prajanaScAsmi kandarpaH sarpARAmasmi vAsukiH
 १०,२९,अनन्तश्चास्मि नागानां वरुणो यादसामहम्,पितॄणामर्यमा चास्मि यमः संयमतामहम्,श्रीभगवानुवाच,10,29,anantashchAsmi nAgAnAM varuNo yAdasAmaham,pitRRINAmaryamA chAsmi yamaH saMyamatAmaham,anantaScAsmi nAgAnAM varuRo yAdasAmaham,pitFRAmaryamA cAsmi yamaH saMyamatAmaham
 १०,३०,प्रह्लादश्चास्मि दैत्यानां कालः कलयतामहम्,मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम्,श्रीभगवानुवाच,10,30,prahlAdashchAsmi daityAnAM kAlaH kalayatAmaham,mRRigANAM cha mRRigendro.ahaM vainateyashcha pakShiNAm,prahlAdaScAsmi dEtyAnAM kAlaH kalayatAmaham,mfgARAM ca mfgendro'haM vEnateyaSca pakziRAm
 १०,३१,पवनः पवतामस्मि रामः शस्त्रभृतामहम्,झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी,श्रीभगवानुवाच,10,31,pavanaH pavatAmasmi rAmaH shastrabhRRitAmaham,jhaShANAM makarashchAsmi srotasAmasmi jAhnavI,pavanaH pavatAmasmi rAmaH SastraBftAmaham,JazARAM makaraScAsmi srotasAmasmi jAhnavI
 १०,३२,सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन,अध्यात्मविद्या विद्यानां वादः प्रवदतामहम्,श्रीभगवानुवाच,10,32,sargANAmAdirantashcha madhyaM chaivAhamarjuna,adhyAtmavidyA vidyAnAM vAdaH pravadatAmaham,sargARAmAdirantaSca maDyaM cEvAhamarjuna,aDyAtmavidyA vidyAnAM vAdaH pravadatAmaham
 १०,३३,अक्षराणामकारोऽस्मि द्वन्द्वः सामासिकस्य च,अहमेवाक्षयः कालो धाताहं विश्वतोमुखः,श्रीभगवानुवाच,10,33,akSharANAmakAro.asmi dvandvaH sAmAsikasya cha,ahamevAkShayaH kAlo dhAtAhaM vishvatomukhaH,akzarARAmakAro'smi dvandvaH sAmAsikasya ca,ahamevAkzayaH kAlo DAtAhaM viSvatomuKaH
 १०,३४,मृत्युः सर्वहरश्चाहमुद्भवश्च भविष्यताम्,कीर्तिः श्रीर्वाक्च नारीणां स्मृतिर्मेधा धृतिः क्षमा,श्रीभगवानुवाच,10,34,mRRityuH sarvaharashchAhamudbhavashcha bhaviShyatAm,kIrtiH shrIrvAkcha nArINAM smRRitirmedhA dhRRitiH kShamA,mftyuH sarvaharaScAhamudBavaSca BavizyatAm,kIrtiH SrIrvAkca nArIRAM smftirmeDA DftiH kzamA
 १०,३५,बृहत्साम तथा साम्नां गायत्री छन्दसामहम्,मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकरः,श्रीभगवानुवाच,10,35,bRRihatsAma tathA sAmnAM gAyatrI ChandasAmaham,mAsAnAM mArgashIrSho.ahamRRitUnAM kusumAkaraH,bfhatsAma taTA sAmnAM gAyatrI CandasAmaham,mAsAnAM mArgaSIrzo'hamftUnAM kusumAkaraH
 १०,३६,द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम्,जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम्,श्रीभगवानुवाच,10,36,dyUtaM ChalayatAmasmi tejastejasvinAmaham,jayo.asmi vyavasAyo.asmi sattvaM sattvavatAmaham,dyUtaM CalayatAmasmi tejastejasvinAmaham,jayo'smi vyavasAyo'smi sattvaM sattvavatAmaham
 १०,३७,वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनञ्जयः,मुनीनामप्यहं व्यासः कवीनामुशना कविः,श्रीभगवानुवाच,10,37,vRRiShNInAM vAsudevo.asmi pANDavAnAM dhana~njayaH,munInAmapyahaM vyAsaH kavInAmushanA kaviH,vfzRInAM vAsudevo'smi pARqavAnAM DanaYjayaH,munInAmapyahaM vyAsaH kavInAmuSanA kaviH
